ID,False_ID,LON,LAT,Species_Na,Family,Vegetation,Life_Form,No_of_Indi
58530,1-Nic-37,93.83938545,6.770145774,Cerbera odollam,Apocynaceae,Lowland swamp,T,1
58660,1-Nic-43,93.90684509,7.02976304,Cerbera odollam,Apocynaceae,Lowland swamp,T,1
8942,1-And-611,92.39313889,10.77886111,Cerbera odollam,Apocynaceae,Rhizophora,T,1
8953,1-And-611,92.39313889,10.77886111,Cerbera odollam,Apocynaceae,Rhizophora,T,2
3079,1-And-277,92.89553683,12.45322829,Ceriops decandra,Rhizophoraceae,Mangrove,S,1
2826,1-And-261,92.88033333,12.473,Ceriops tagal,Rhizophoraceae,Lumnitzera,T,1
3341,1-And-29,92.80900556,12.13426635,Ceriops tagal,Avicenniaceae,Mangrove,T,2
58880,1-Nic-504,93.90892609,7.038830836,Ceriops tagal,Avicenniaceae,Mangrove,T,1
1574,1-And-216,92.91708333,12.87833333,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
2450,1-And-246,92.8483555,12.47859238,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
2471,1-And-248,92.97332291,12.02428693,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
2473,1-And-249,92.85,12.49930556,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
2795,1-And-26,93.87483608,7.131980942,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
2920,1-And-268,92.94947222,12.61830556,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
2965,1-And-272,92.90961425,12.46147096,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
3080,1-And-277,92.89553683,12.45322829,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
3334,1-And-29,92.80900556,12.13426635,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
3335,1-And-29,92.80900556,12.13426635,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
3353,1-And-29,92.80900556,12.13426635,Ceriops tagal,Rhizophoraceae,Mangrove,T,4
3631,1-And-31,92.80278045,12.13192262,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
4077,1-And-331,92.72966794,11.56002001,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
4447,1-And-349,92.64861111,11.64647222,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
4452,1-And-35,92.59400299,11.97354753,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
4457,1-And-350,92.65988889,11.82608333,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
4536,1-And-354,92.61380556,11.71863889,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
8858,1-And-609,92.38872222,10.78155556,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
8868,1-And-609,92.38872222,10.78155556,Ceriops tagal,Rhizophoraceae,Mangrove,T,10
8919,1-And-610,92.38632564,10.78439658,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
8920,1-And-610,92.38632564,10.78439658,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
8930,1-And-610,92.38632564,10.78439658,Ceriops tagal,Rhizophoraceae,Mangrove,T,10
8935,1-And-610,92.38632564,10.78439658,Ceriops tagal,Rhizophoraceae,Mangrove,T,20
10244,1-And-68,92.75091945,12.24246427,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
10364,1-And-73,93.00794653,13.66766669,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
58319,1-Nic-27,93.88044566,7.104000423,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
58567,1-Nic-39,93.86184804,6.81914054,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
58879,1-Nic-504,93.90892609,7.038830836,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
59314,1-Nic-518,93.80792334,6.819418703,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
4710,1-And-36,92.76055556,12.15152778,Ceriops tagal,Rhizophoraceae,Rhizophora,T,1
5650,1-And-40,93.89390856,7.07740136,Ceriops tagal,Rhizophoraceae,Rhizophora,T,1
10672,1-And-86,93.00094444,12.06125,Ceriops tagal,Rhizophoraceae,Rhizophora,T,1
3649,1-And-310,92.71202853,11.79844243,Ceriops tagal,Rhizophoraceae,Xylocarpus,T,1
4412,1-And-348,92.64855556,11.644,Champereia manillana,Opilacaceae,Mangrove,S,1
59619,1-Nic-8,93.51222222,8.036083333,Champereia manillana,Monimiaceae,Rhizophora,S,1
502,1-And-118,93.05612671,11.84197222,Champereia manillana,Opilacaceae,Rhizophora,S,1
790,1-And-126,93.04730429,11.83915955,Champereia manillana,Opilacaceae,Rhizophora,S,1
4361,1-And-343,92.62808459,11.43994305,Champereia manillana,Opilacaceae,Rhizophora,S,2
59511,1-Nic-55,92.78252778,12.25444444,Champereia manillana,Monimiaceae,Syzigium swamp,S,1
3833,1-And-316,92.5411913,11.56309929,Chassalia curviflora,Rubiaceae,Rhizophora,S,15
5,1-And-1,92.76544444,12.16533333,Cheilocostus speciosus,Zingiberaceae,Rhizophora,H,14
5430,1-And-39,93.86184804,6.81914054,Cheilocostus speciosus,Zingiberaceae,Rhizophora,H,1
59410,1-Nic-520,93.85222222,6.818277778,Chilocarpus denudatus,Apocynaceae,Littoral Swamp,H,1
58672,1-Nic-43,93.90684509,7.02976304,Chilocarpus denudatus,Apocynaceae,Lowland swamp,H,1
3842,1-And-317,92.54945387,11.5617699,Chionanthus mala-elengi,Olacaceae,Rhizophora,T,4
3879,1-And-320,92.59136111,11.56811111,Chionanthus parkinsonii,Olacaceae,Rhizophora,S,1
5002,1-And-371,92.73314547,11.69898553,Christella parasitica,Thelypleridaceae,Avicennia,H,2
5006,1-And-371,92.73314547,11.69898553,Chromolaena odorata,Asteraceae,Avicennia,H,14
3886,1-And-321,92.59138889,11.56805556,Chydenanthus excelsus,Barringtoniaceae,Rhizophora,T,1
58607,1-Nic-42,93.91141369,7.032599437,Cinnamomum bejolghota,Lauraceae,Littoral Swamp,T,1
3349,1-And-29,92.80900556,12.13426635,Cissus javana,Vitaceae,Mangrove,C,1
3352,1-And-29,92.80900556,12.13426635,Cissus javana,Vitaceae,Mangrove,C,1
3342,1-And-29,92.80900556,12.13426635,Claoxylon indicum,Euphorbiaceae,Mangrove,T,1
3640,1-And-31,92.80278045,12.13192262,Claoxylon indicum,Euphorbiaceae,Mangrove,T,3
58531,1-Nic-37,93.83938545,6.770145774,Claoxylon rostratum,Euphorbiaceae,Lowland swamp,T,2
59641,1-Nic-8,93.51222222,8.036083333,Clematis smilacifolia,Ranunculaceae,Rhizophora,C,1
59518,1-Nic-55,92.78252778,12.25444444,Clerodendrum paniculatum,Verbanaceae,Syzigium swamp,S,1
10009,1-And-638,92.46770231,10.53464675,Colocasia esculenta,Araceae,Littoral Swamp,T,8
4431,1-And-348,92.64855556,11.644,Colocasia esculenta,Araceae,Mangrove,T,1
779,1-And-126,93.04730429,11.83915955,Colocasia esculenta,Araceae,Rhizophora,T,1
3895,1-And-321,92.59138889,11.56805556,Colocasia esculenta,Araceae,Rhizophora,T,6
4006,1-And-328,92.53766667,11.58425,Colocasia esculenta,Araceae,Rhizophora,T,1
58859,1-Nic-502,93.86255556,6.816388889,Combretum latifolium,Combretaceae,Littoral Swamp,C,1
9178,1-And-617,92.59197456,10.67945188,Crinum asiaticum,Agavaceae,Littoral Swamp,H,2
8929,1-And-610,92.38632564,10.78439658,Crinum asiaticum,Agavaceae,Mangrove,H,1
8951,1-And-611,92.39313889,10.77886111,Crinum asiaticum,Agavaceae,Rhizophora,H,1
5003,1-And-371,92.73314547,11.69898553,Curcuma mangga,Zingiberaceae,Avicennia,H,4
2953,1-And-27,92.81229143,12.12951578,Cyathula prostrata,Cycadaceae,Mangrove,H,3
3336,1-And-29,92.80900556,12.13426635,Cyathula prostrata,Cycadaceae,Mangrove,H,1
3343,1-And-29,92.80900556,12.13426635,Cyathula prostrata,Cycadaceae,Mangrove,H,4
3641,1-And-31,92.80278045,12.13192262,Cyathula prostrata,Cycadaceae,Mangrove,H,1
3087,1-And-28,92.81527204,12.13209656,Cyathula prostrata,Cycadaceae,Rhizophora,H,1
3092,1-And-28,92.81527204,12.13209656,Cyathula prostrata,Cycadaceae,Rhizophora,H,2
3636,1-And-31,92.80278045,12.13192262,Cynodon dactylon,Poaceae,Mangrove,H,10
4405,1-And-347,92.64838889,11.64338889,Cynometra iripa,Caesalpiniaceae,Mangrove,T,1
5004,1-And-371,92.73314547,11.69898553,Cyrtococcum patens,Poaceae,Avicennia,H,6
5012,1-And-371,92.73314547,11.69898553,Daemonorops acamptostachys,Arecaceae,Avicennia,T,4
59552,1-Nic-56,93.64582756,7.121034961,Daemonorops acamptostachys,Arecaceae,Littoral Swamp,T,2
1678,1-And-221,92.85019444,12.86419444,Daemonorops acamptostachys,Arecaceae,Mangrove,T,1
4012,1-And-328,92.53766667,11.58425,Daemonorops acamptostachys,Arecaceae,Rhizophora,T,2
1619,1-And-219,92.87647222,12.88469444,Dalbergia confertiflora,Fabaceae,Mangrove,C,1
59460,1-Nic-523,93.39619178,7.995731012,Dendrobium anceps,Orchidaceae,Littoral Swamp,H,6
58542,1-Nic-37,93.83938545,6.770145774,Dendrobium crumenatum,Orchidaceae,Lowland swamp,H,1
8921,1-And-610,92.38632564,10.78439658,Dendrolobium umbellatum,Fabaceae,Mangrove,S,1
8931,1-And-610,92.38632564,10.78439658,Dendrolobium umbellatum,Fabaceae,Mangrove,S,7
8936,1-And-610,92.38632564,10.78439658,Dendrolobium umbellatum,Fabaceae,Mangrove,S,4
8959,1-And-611,92.39313889,10.77886111,Dendrolobium umbellatum,Fabaceae,Rhizophora,S,10
791,1-And-126,93.04730429,11.83915955,Derris elliptica,Fabaceae,Rhizophora,C,13
5432,1-And-39,93.86184804,6.81914054,Desmodium triflorum,Fabaceae,Rhizophora,H,5
59381,1-Nic-520,93.85222222,6.818277778,Dillenia indica,Dilleniaceae,Littoral Swamp,T,1
58650,1-Nic-43,93.90684509,7.02976304,Dillenia indica,Dilleniaceae,Lowland swamp,T,1
3870,1-And-320,92.59136111,11.56811111,Dillenia indica,Dilleniaceae,Rhizophora,T,1
8729,1-And-604,92.53820467,10.53271642,Dillenia parviflora,Dilleniaceae,Littoral Swamp,T,1
8654,1-And-601,92.57286111,10.80094665,Dimocarpus longan,Clusiaceae,Littoral Swamp,T,3
58644,1-Nic-42,93.91141369,7.032599437,Dinochloa andamanica,Poaceae,Littoral Swamp,S,1
59411,1-Nic-520,93.85222222,6.818277778,Dinochloa andamanica,Poaceae,Littoral Swamp,S,1
58673,1-Nic-43,93.90684509,7.02976304,Dinochloa andamanica,Poaceae,Lowland swamp,S,1
1680,1-And-221,92.85019444,12.86419444,Dinochloa andamanica,Poaceae,Mangrove,S,20
1692,1-And-222,92.84825,12.86038889,Dinochloa andamanica,Poaceae,Mangrove,S,8
4442,1-And-348,92.64855556,11.644,Dinochloa andamanica,Poaceae,Mangrove,S,1
4566,1-And-355,92.61352778,11.69780556,Dinochloa andamanica,Poaceae,Mangrove,S,1
59642,1-Nic-8,93.51222222,8.036083333,Dinochloa andamanica,Poaceae,Rhizophora,S,4
3887,1-And-321,92.59138889,11.56805556,Diospyros abyssinica,Ebenaceae,Rhizophora,T,1
1630,1-And-219,92.87647222,12.88469444,Diospyros crumenata,Ebenaceae,Mangrove,T,2
1671,1-And-221,92.85019444,12.86419444,Diospyros crumenata,Ebenaceae,Mangrove,T,3
4555,1-And-355,92.61352778,11.69780556,Diospyros crumenata,Ebenaceae,Mangrove,T,1
3871,1-And-320,92.59136111,11.56811111,Diospyros crumenata,Ebenaceae,Rhizophora,T,1
3899,1-And-321,92.59138889,11.56805556,Diospyros crumenata,Ebenaceae,Rhizophora,T,1
8723,1-And-603,92.54334435,10.53684878,Diospyros kurzii,Ebenaceae,Littoral Swamp,T,8
8730,1-And-604,92.53820467,10.53271642,Diospyros kurzii,Ebenaceae,Littoral Swamp,T,1
8749,1-And-604,92.53820467,10.53271642,Diospyros kurzii,Ebenaceae,Littoral Swamp,T,8
8782,1-And-606,92.50716667,10.51374617,Diospyros kurzii,Ebenaceae,Littoral Swamp,T,1
8790,1-And-606,92.50716667,10.51374617,Diospyros kurzii,Ebenaceae,Littoral Swamp,T,3
8797,1-And-606,92.50716667,10.51374617,Diospyros kurzii,Ebenaceae,Littoral Swamp,T,8
1672,1-And-221,92.85019444,12.86419444,Diospyros marmorata,Ebenaceae,Mangrove,T,1
1681,1-And-221,92.85019444,12.86419444,Diospyros marmorata,Ebenaceae,Mangrove,T,8
504,1-And-118,93.05612671,11.84197222,Diospyros marmorata,Ebenaceae,Rhizophora,T,1
3836,1-And-317,92.54945387,11.5617699,Diospyros marmorata,Ebenaceae,Rhizophora,T,1
4964,1-And-37,93.83938545,6.770145774,Diospyros marmorata,Ebenaceae,Rhizophora,T,1
10340,1-And-71,92.75241667,12.24408333,Diospyros marmorata,Ebenaceae,Rhizophora,T,1
10352,1-And-71,92.75241667,12.24408333,Diospyros marmorata,Ebenaceae,Rhizophora,T,3
59643,1-Nic-8,93.51222222,8.036083333,Diospyros marmorata,Ebenaceae,Rhizophora,T,1
1624,1-And-219,92.87647222,12.88469444,Diospyros montana,Ebenaceae,Mangrove,T,2
7901,1-And-531,92.79564025,12.90798919,Diospyros pilosiuscula,Ebenaceae,Mangrove,T,1
3881,1-And-320,92.59136111,11.56811111,Diospyros pilosiuscula,Ebenaceae,Rhizophora,T,14
8655,1-And-601,92.57286111,10.80094665,Diospyros pyrrhocarpa,Ebenaceae,Littoral Swamp,T,2
8743,1-And-604,92.53820467,10.53271642,Diospyros pyrrhocarpa,Ebenaceae,Littoral Swamp,T,6
5348,1-And-386,92.724,12.10219444,Diospyros pyrrhocarpa,Ebenaceae,Mangrove,T,2
7902,1-And-531,92.79564025,12.90798919,Diospyros pyrrhocarpa,Ebenaceae,Mangrove,T,1
505,1-And-118,93.05612671,11.84197222,Diospyros pyrrhocarpa,Ebenaceae,Rhizophora,T,1
4982,1-And-37,93.83938545,6.770145774,Diospyros pyrrhocarpa,Ebenaceae,Rhizophora,T,9
58608,1-Nic-42,93.91141369,7.032599437,Diospyros variegata,Ebenaceae,Littoral Swamp,T,1
58630,1-Nic-42,93.91141369,7.032599437,Diospyros variegata,Ebenaceae,Littoral Swamp,T,4
59455,1-Nic-523,93.39619178,7.995731012,Diospyros variegata,Ebenaceae,Littoral Swamp,T,6
58651,1-Nic-43,93.90684509,7.02976304,Diospyros variegata,Ebenaceae,Lowland swamp,T,1
58661,1-Nic-43,93.90684509,7.02976304,Diospyros variegata,Ebenaceae,Lowland swamp,T,2
9,1-And-1,92.76544444,12.16533333,Diospyros variegata,Ebenaceae,Rhizophora,T,3
4334,1-And-343,92.62808459,11.43994305,Diospyros variegata,Ebenaceae,Rhizophora,T,1
4965,1-And-37,93.83938545,6.770145774,Diospyros variegata,Ebenaceae,Rhizophora,T,1
58599,1-Nic-41,93.91160813,7.032627214,Diploclisia glaucescens,Menispermaceae,Littoral Swamp,C,1
8701,1-And-603,92.54334435,10.53684878,Diploknema butyracea,Sapotaceae,Littoral Swamp,T,1
8756,1-And-605,92.4870165,10.51861259,Diploknema butyracea,Sapotaceae,Littoral Swamp,T,1
8829,1-And-608,92.42000365,10.60898788,Diploknema butyracea,Sapotaceae,Littoral Swamp,T,1
3338,1-And-29,92.80900556,12.13426635,Diploknema butyracea,Sapotaceae,Mangrove,T,1
8922,1-And-610,92.38632564,10.78439658,Diploknema butyracea,Sapotaceae,Mangrove,T,1
3900,1-And-321,92.59138889,11.56805556,Diploknema butyracea,Sapotaceae,Rhizophora,T,1
8943,1-And-611,92.39313889,10.77886111,Diploknema butyracea,Sapotaceae,Rhizophora,T,1
8961,1-And-611,92.39313889,10.77886111,Diploknema butyracea,Sapotaceae,Rhizophora,T,6
10353,1-And-71,92.75241667,12.24408333,Diploknema butyracea,Sapotaceae,Rhizophora,T,2
4432,1-And-348,92.64855556,11.644,Dipteracanthus prostratus,Acanthaceae,Mangrove,H,1
8702,1-And-603,92.54334435,10.53684878,Dipterocarpus alatus,Dipterocarpaceae,Littoral Swamp,T,1
7903,1-And-531,92.79564025,12.90798919,Dipterocarpus gracilis,Dipterocarpaceae,Mangrove,T,1
506,1-And-118,93.05612671,11.84197222,Dipterocarpus grandiflorus,Dipterocarpaceae,Rhizophora,T,1
10341,1-And-71,92.75241667,12.24408333,Dipterocarpus grandiflorus,Dipterocarpaceae,Rhizophora,T,1
4413,1-And-348,92.64855556,11.644,Dipterocarpus turbinatus,Dipterocarpaceae,Mangrove,T,1
4556,1-And-355,92.61352778,11.69780556,Dipterocarpus turbinatus,Dipterocarpaceae,Mangrove,T,2
5329,1-And-386,92.724,12.10219444,Dipterocarpus turbinatus,Dipterocarpaceae,Mangrove,T,1
5343,1-And-386,92.724,12.10219444,Dipterocarpus turbinatus,Dipterocarpaceae,Mangrove,T,6
4335,1-And-343,92.62808459,11.43994305,Dipterocarpus turbinatus,Dipterocarpaceae,Rhizophora,T,1
4353,1-And-343,92.62808459,11.43994305,Dipterocarpus turbinatus,Dipterocarpaceae,Rhizophora,T,4
4362,1-And-343,92.62808459,11.43994305,Dipterocarpus turbinatus,Dipterocarpaceae,Rhizophora,T,2
10354,1-And-71,92.75241667,12.24408333,Dipterocarpus turbinatus,Dipterocarpaceae,Rhizophora,T,5
8656,1-And-601,92.57286111,10.80094665,Dracaena angustifolia,Agavaceae,Littoral Swamp,S,15
8659,1-And-601,92.57286111,10.80094665,Dracaena angustifolia,Agavaceae,Littoral Swamp,S,6
8720,1-And-603,92.54334435,10.53684878,Dracaena angustifolia,Agavaceae,Littoral Swamp,S,8
8744,1-And-604,92.53820467,10.53271642,Dracaena angustifolia,Agavaceae,Littoral Swamp,S,2
8783,1-And-606,92.50716667,10.51374617,Dracaena angustifolia,Agavaceae,Littoral Swamp,S,1
59542,1-Nic-56,93.64582756,7.121034961,Dracaena angustifolia,Agavaceae,Littoral Swamp,S,1
8724,1-And-603,92.54334435,10.53684878,Dracaena angustifolia,Lilliaceae,Littoral Swamp,S,20
8798,1-And-606,92.50716667,10.51374617,Dracaena angustifolia,Lilliaceae,Littoral Swamp,S,16
4414,1-And-348,92.64855556,11.644,Dracaena angustifolia,Agavaceae,Mangrove,S,1
4570,1-And-355,92.61352778,11.69780556,Dracaena angustifolia,Agavaceae,Mangrove,S,2
3818,1-And-316,92.5411913,11.56309929,Dracaena angustifolia,Agavaceae,Rhizophora,S,1
3872,1-And-320,92.59136111,11.56811111,Dracaena angustifolia,Agavaceae,Rhizophora,S,1
3888,1-And-321,92.59138889,11.56805556,Dracaena angustifolia,Agavaceae,Rhizophora,S,1
10010,1-And-638,92.46770231,10.53464675,Dracaena pachyphylla,Agavaceae,Littoral Swamp,H,4
3837,1-And-317,92.54945387,11.5617699,Dracaena pachyphylla,Agavaceae,Rhizophora,H,1
8642,1-And-601,92.57286111,10.80094665,Dracaena spicata,Agavaceae,Littoral Swamp,T,1
8703,1-And-603,92.54334435,10.53684878,Dracaena spicata,Agavaceae,Littoral Swamp,T,1
8731,1-And-604,92.53820467,10.53271642,Dracaena spicata,Agavaceae,Littoral Swamp,T,1
8745,1-And-604,92.53820467,10.53271642,Dracaena spicata,Agavaceae,Littoral Swamp,T,4
8769,1-And-605,92.4870165,10.51861259,Dracaena spicata,Agavaceae,Littoral Swamp,T,10
8968,1-And-612,92.46378793,10.85941388,Dracaena spicata,Agavaceae,Littoral Swamp,T,1
58631,1-Nic-42,93.91141369,7.032599437,Dracaena spicata,Agavaceae,Littoral Swamp,T,1
58521,1-Nic-37,93.83938545,6.770145774,Dracaena spicata,Agavaceae,Lowland swamp,T,1
58532,1-Nic-37,93.83938545,6.770145774,Dracaena spicata,Agavaceae,Lowland swamp,T,1
58652,1-Nic-43,93.90684509,7.02976304,Dracaena spicata,Agavaceae,Lowland swamp,T,1
58662,1-Nic-43,93.90684509,7.02976304,Dracaena spicata,Agavaceae,Lowland swamp,T,9
4557,1-And-355,92.61352778,11.69780556,Dracaena spicata,Agavaceae,Mangrove,T,1
59315,1-Nic-518,93.80792334,6.819418703,Dracaena spicata,Agavaceae,Mangrove,T,1
3838,1-And-317,92.54945387,11.5617699,Dracaena spicata,Agavaceae,Rhizophora,T,1
3994,1-And-327,92.53766667,11.58425,Dracaena spicata,Agavaceae,Rhizophora,T,1
4966,1-And-37,93.83938545,6.770145774,Dracaena spicata,Agavaceae,Rhizophora,T,1
58674,1-Nic-43,93.90684509,7.02976304,Drynaria quercifolia,Drynariaceae,Lowland swamp,H,1
59644,1-Nic-8,93.51222222,8.036083333,Drynaria quercifolia,Drynariaceae,Rhizophora,H,1
507,1-And-118,93.05612671,11.84197222,Duabanga grandiflora,Sonneraratiaceae,Rhizophora,T,1
1687,1-And-222,92.84825,12.86038889,Elaeocarpus rugosus,Euphorbiaceae,Mangrove,T,1
514,1-And-118,93.05612671,11.84197222,Endocomia macrocoma,Myristicaceae,Rhizophora,T,1
4983,1-And-37,93.83938545,6.770145774,Endocomia macrocoma,Myristicaceae,Rhizophora,T,5
8732,1-And-604,92.53820467,10.53271642,Erythrina variegata,Fabaceae,Littoral Swamp,T,1
4542,1-And-355,92.61352778,11.69780556,Evodia glabra,Rutaceae,Mangrove,T,1
4571,1-And-355,92.61352778,11.69780556,Evodia glabra,Rutaceae,Mangrove,T,2
4336,1-And-343,92.62808459,11.43994305,Evodia glabra,Rutaceae,Rhizophora,T,1
2827,1-And-261,92.88033333,12.473,Excoecaria agallocha,Euphorbiaceae,Lumnitzera,T,1
2451,1-And-246,92.8483555,12.47859238,Excoecaria agallocha,Euphorbiaceae,Mangrove,T,1
2474,1-And-249,92.85,12.49930556,Excoecaria agallocha,Euphorbiaceae,Mangrove,T,1
2948,1-And-27,92.81229143,12.12951578,Excoecaria agallocha,Euphorbiaceae,Mangrove,T,1
2961,1-And-271,92.90600318,12.47295168,Excoecaria agallocha,Euphorbiaceae,Mangrove,T,1
3081,1-And-277,92.89553683,12.45322829,Excoecaria agallocha,Euphorbiaceae,Mangrove,T,1
3339,1-And-29,92.80900556,12.13426635,Excoecaria agallocha,Euphorbiaceae,Mangrove,T,1
3344,1-And-29,92.80900556,12.13426635,Excoecaria agallocha,Euphorbiaceae,Mangrove,T,1
58881,1-Nic-504,93.90892609,7.038830836,Excoecaria agallocha,Euphorbiaceae,Mangrove,T,1
3866,1-And-32,92.80644444,12.12258333,Excoecaria agallocha,Euphorbiaceae,Rhizophora,T,1
4400,1-And-346,92.68925947,11.61435986,Excoecaria agallocha,Euphorbiaceae,Rhizophora,T,1
5420,1-And-39,93.86184804,6.81914054,Excoecaria agallocha,Euphorbiaceae,Rhizophora,T,1
3642,1-And-31,92.80278045,12.13192262,Fagraea racemosa,Loganiaceae,Mangrove,T,5
8704,1-And-603,92.54334435,10.53684878,Ficus hispida,Moraceae,Littoral Swamp,T,1
8750,1-And-604,92.53820467,10.53271642,Ficus hispida,Moraceae,Littoral Swamp,T,2
10011,1-And-638,92.46770231,10.53464675,Ficus hispida,Moraceae,Littoral Swamp,T,3
59559,1-Nic-56,93.64582756,7.121034961,Ficus hispida,Moraceae,Littoral Swamp,T,5
508,1-And-118,93.05612671,11.84197222,Ficus hispida,Moraceae,Rhizophora,T,1
772,1-And-126,93.04730429,11.83915955,Ficus hispida,Moraceae,Rhizophora,T,1
1667,1-And-221,92.85019444,12.86419444,Ficus nervosa,Moraceae,Mangrove,T,1
1683,1-And-222,92.84825,12.86038889,Ficus nervosa,Moraceae,Mangrove,T,1
59628,1-Nic-8,93.51222222,8.036083333,Ficus nervosa,Moraceae,Rhizophora,T,3
509,1-And-118,93.05612671,11.84197222,Ficus racemosa,Moraceae,Rhizophora,T,1
773,1-And-126,93.04730429,11.83915955,Ficus racemosa,Moraceae,Rhizophora,T,1
3088,1-And-28,92.81527204,12.13209656,Ficus rumphii,Moraceae,Rhizophora,T,1
58860,1-Nic-502,93.86255556,6.816388889,Ficus tinctoria,Moraceae,Littoral Swamp,T,1
59507,1-Nic-54,93.33388889,7.948111111,Ficus tinctoria,Moraceae,Rhizophora,T,1
8716,1-And-603,92.54334435,10.53684878,Firmiana colorata,Agavaceae,Littoral Swamp,T,50
8663,1-And-601,92.57286111,10.80094665,Flacourtia indica,Flacourtiaceae,Littoral Swamp,T,6
8774,1-And-605,92.4870165,10.51861259,Flacourtia indica,Flacourtiaceae,Littoral Swamp,T,1
8960,1-And-611,92.39313889,10.77886111,Flacourtia indica,Flacourtiaceae,Rhizophora,T,1
59645,1-Nic-8,93.51222222,8.036083333,Flagellaria indica,Flageriaceae,Rhizophora,C,1
59412,1-Nic-520,93.85222222,6.818277778,Flickingeria fimbriata,Orchidaceae,Littoral Swamp,H,1
59535,1-Nic-55,92.78252778,12.25444444,Flickingeria fimbriata,Orchidaceae,Syzigium swamp,H,1
4433,1-And-348,92.64855556,11.644,Freycinetia insignis,Pandanaceae,Mangrove,C,1
4549,1-And-355,92.61352778,11.69780556,Freycinetia insignis,Pandanaceae,Mangrove,C,1
6,1-And-1,92.76544444,12.16533333,Freycinetia insignis,Pandanaceae,Rhizophora,C,8
4007,1-And-328,92.53766667,11.58425,Freycinetia insignis,Pandanaceae,Rhizophora,C,1
59536,1-Nic-55,92.78252778,12.25444444,Freycinetia insignis,Pandanaceae,Syzigium swamp,C,1
58594,1-Nic-41,93.91160813,7.032627214,Ganophyllum falcatum,Sapindaceae,Littoral Swamp,T,1
58609,1-Nic-42,93.91141369,7.032599437,Ganophyllum falcatum,Sapindaceae,Littoral Swamp,T,1
58632,1-Nic-42,93.91141369,7.032599437,Ganophyllum falcatum,Sapindaceae,Littoral Swamp,T,2
58839,1-Nic-502,93.86255556,6.816388889,Ganophyllum falcatum,Sapindaceae,Littoral Swamp,T,1
58847,1-Nic-502,93.86255556,6.816388889,Ganophyllum falcatum,Sapindaceae,Littoral Swamp,T,4
59396,1-Nic-520,93.85222222,6.818277778,Ganophyllum falcatum,Sapindaceae,Littoral Swamp,T,2
59456,1-Nic-523,93.39619178,7.995731012,Ganophyllum falcatum,Sapindaceae,Littoral Swamp,T,2
58653,1-Nic-43,93.90684509,7.02976304,Ganophyllum falcatum,Sapindaceae,Lowland swamp,T,1
58663,1-Nic-43,93.90684509,7.02976304,Ganophyllum falcatum,Sapindaceae,Lowland swamp,T,15
4572,1-And-355,92.61352778,11.69780556,Ganophyllum falcatum,Burseraceae,Mangrove,T,6
4415,1-And-348,92.64855556,11.644,Ganophyllum falcatum,Sapindaceae,Mangrove,T,1
4416,1-And-348,92.64855556,11.644,Ganophyllum falcatum,Sapindaceae,Mangrove,T,1
5330,1-And-386,92.724,12.10219444,Ganophyllum falcatum,Sapindaceae,Mangrove,T,1
4992,1-And-37,93.83938545,6.770145774,Ganophyllum falcatum,Burseraceae,Rhizophora,T,2
522,1-And-118,93.05612671,11.84197222,Ganophyllum falcatum,Sapindaceae,Rhizophora,T,1
4337,1-And-343,92.62808459,11.43994305,Ganophyllum falcatum,Sapindaceae,Rhizophora,T,1
4338,1-And-343,92.62808459,11.43994305,Ganophyllum falcatum,Sapindaceae,Rhizophora,T,1
59521,1-Nic-55,92.78252778,12.25444444,Ganophyllum falcatum,Sapindaceae,Syzigium swamp,T,1
8830,1-And-608,92.42000365,10.60898788,Garcinia andamanica,Clusiaceae,Littoral Swamp,T,1
58522,1-Nic-37,93.83938545,6.770145774,Garcinia cowa,Clusiaceae,Lowland swamp,T,1
510,1-And-118,93.05612671,11.84197222,Garcinia cowa,Clusiaceae,Rhizophora,T,1
4339,1-And-343,92.62808459,11.43994305,Garcinia cowa,Clusiaceae,Rhizophora,T,1
58610,1-Nic-42,93.91141369,7.032599437,Garcinia nervosa,Clusiaceae,Littoral Swamp,T,1
