ID,False_ID,Island,LON,LAT,Species_Na,Family,Vegetation,Life_Form,No_of_Indi
1328,1-And-208,Andaman,92.8206,12.7228,Calophyllum inophyllum,Clusiaceae,Andaman tropical evergreen,T,1
1332,1-And-208,Andaman,92.8206,12.7228,Garcinia xanthochymus,Clusiaceae,Andaman tropical evergreen,T,1
1331,1-And-208,Andaman,92.8206,12.7228,Dipterocarpus turbinatus,Dipterocarpaceae,Andaman tropical evergreen,T,1
1330,1-And-208,Andaman,92.8206,12.7228,Diospyros crumenata,Ebenaceae,Andaman tropical evergreen,T,1
1346,1-And-208,Andaman,92.8206,12.7228,Diospyros kurzii,Ebenaceae,Andaman tropical evergreen,T,1
1356,1-And-208,Andaman,92.8206,12.7228,Striga asiatica,Ebenaceae,Andaman tropical evergreen,T,6
1350,1-And-208,Andaman,92.8206,12.7228,Mallotus actinoneurus,Euphorbiaceae,Andaman tropical evergreen,T,1
1335,1-And-208,Andaman,92.8206,12.7228,Archidendron clypearia,Fabaceae,Andaman tropical evergreen,T,1
1347,1-And-208,Andaman,92.8206,12.7228,Leea indica,Leeaceae,Andaman tropical evergreen,S,1
1343,1-And-208,Andaman,92.8206,12.7228,Phrynium pubinerve,Marantaceae,Andaman tropical evergreen,H,3
1326,1-And-208,Andaman,92.8206,12.7228,Aglaia spectabilis,Meliaceae,Andaman tropical evergreen,T,1
1344,1-And-208,Andaman,92.8206,12.7228,Aglaia spectabilis,Meliaceae,Andaman tropical evergreen,T,2
1345,1-And-208,Andaman,92.8206,12.7228,Chukrasia tabularis,Meliaceae,Andaman tropical evergreen,T,1
1360,1-And-208,Andaman,92.8206,12.7228,Aglaia lawii,Meliaceae,Andaman tropical evergreen,T,2
1333,1-And-208,Andaman,92.8206,12.7228,Myristica andamanica,Myristicaceae,Andaman tropical evergreen,T,1
1351,1-And-208,Andaman,92.8206,12.7228,Myristica andamanica,Myristicaceae,Andaman tropical evergreen,T,1
1340,1-And-208,Andaman,92.8206,12.7228,Syzygium samarangense,Myrtaceae,Andaman tropical evergreen,T,1
1353,1-And-208,Andaman,92.8206,12.7228,Planchonia andamanica,Myrtaceae,Andaman tropical evergreen,T,2
1352,1-And-208,Andaman,92.8206,12.7228,Pandanus tectorius,Pandanaceae,Andaman tropical evergreen,T,1
1337,1-And-208,Andaman,92.8206,12.7228,Podocarpus neriifolius,Podocarpaceae,Andaman tropical evergreen,T,1
1327,1-And-208,Andaman,92.8206,12.7228,Astragalus hamosus,Polygalaceae,Andaman tropical evergreen,H,1
1341,1-And-208,Andaman,92.8206,12.7228,Xanthophyllum andamanicum,Polygalaceae,Andaman tropical evergreen,T,1
1362,1-And-208,Andaman,92.8206,12.7228,Astragalus hamosus,Polygalaceae,Andaman tropical evergreen,H,16
1342,1-And-208,Andaman,92.8206,12.7228,Ophiorrhiza mungos,Rubiaceae,Andaman tropical evergreen,H,1
1336,1-And-208,Andaman,92.8206,12.7228,Planchonella longipetiolata,Sapotaceae,Andaman tropical evergreen,T,1
1338,1-And-208,Andaman,92.8206,12.7228,Pterocymbium tinctorium,Sterculiaceae,Andaman tropical evergreen,T,1
1355,1-And-208,Andaman,92.8206,12.7228,Sterculia villosa,Sterculiaceae,Andaman tropical evergreen,T,4
1329,1-And-208,Andaman,92.8206,12.7228,Celtis timorensis,Ulmaceae,Andaman tropical evergreen,T,1
1374,1-And-209,Andaman,92.8218,12.7217,Parishia insignis,Anacardiaceae,Andaman tropical evergreen,T,1
1404,1-And-209,Andaman,92.8218,12.7217,Mangifera andamanica,Anacardiaceae,Andaman tropical evergreen,T,6
1381,1-And-209,Andaman,92.8218,12.7217,Friesodielsia fornicata,Annonaceae,Andaman tropical evergreen,C,1
1394,1-And-209,Andaman,92.8218,12.7217,Tabernaemontana alternifolia,Apocynaceae,Andaman tropical evergreen,T,6
1401,1-And-209,Andaman,92.8218,12.7217,Caryota mitis,Arecaceae,Andaman tropical evergreen,T,2
1405,1-And-209,Andaman,92.8218,12.7217,Pinanga coronata,Arecaceae,Andaman tropical evergreen,T,2
1384,1-And-209,Andaman,92.8218,12.7217,Calamus longisetus,Arecaceae,Andaman tropical evergreen,C,6
1385,1-And-209,Andaman,92.8218,12.7217,Caryota mitis,Arecaceae,Andaman tropical evergreen,T,2
1387,1-And-209,Andaman,92.8218,12.7217,Licuala peltata,Arecaceae,Andaman tropical evergreen,T,1
1395,1-And-209,Andaman,92.8218,12.7217,Calamus longisetus,Arecaceae,Andaman tropical evergreen,C,4
1396,1-And-209,Andaman,92.8218,12.7217,Calamus palustris,Arecaceae,Andaman tropical evergreen,T,2
1397,1-And-209,Andaman,92.8218,12.7217,Korthalsia laciniosa,Arecaceae,Andaman tropical evergreen,S,1
1398,1-And-209,Andaman,92.8218,12.7217,Licuala peltata,Arecaceae,Andaman tropical evergreen,T,1
1366,1-And-209,Andaman,92.8218,12.7217,Canarium euphyllum,Burseraceae,Andaman tropical evergreen,T,1
1365,1-And-209,Andaman,92.8218,12.7217,Calophyllum inophyllum,Clusiaceae,Andaman tropical evergreen,T,1
1372,1-And-209,Andaman,92.8218,12.7217,Garcinia xanthochymus,Clusiaceae,Andaman tropical evergreen,T,1
1369,1-And-209,Andaman,92.8218,12.7217,Dipterocarpus turbinatus,Dipterocarpaceae,Andaman tropical evergreen,T,1
1403,1-And-209,Andaman,92.8218,12.7217,Dipterocarpus turbinatus,Dipterocarpaceae,Andaman tropical evergreen,T,2
1368,1-And-209,Andaman,92.8218,12.7217,Diospyros crumenata,Ebenaceae,Andaman tropical evergreen,T,1
1378,1-And-209,Andaman,92.8218,12.7217,Striga asiatica,Ebenaceae,Andaman tropical evergreen,T,1
1393,1-And-209,Andaman,92.8218,12.7217,Striga asiatica,Ebenaceae,Andaman tropical evergreen,T,24
1402,1-And-209,Andaman,92.8218,12.7217,Cleidion javanicum,Euphorbiaceae,Andaman tropical evergreen,T,4
1375,1-And-209,Andaman,92.8218,12.7217,Archidendron clypearia,Fabaceae,Andaman tropical evergreen,T,1
1390,1-And-209,Andaman,92.8218,12.7217,Archidendron clypearia,Fabaceae,Andaman tropical evergreen,T,27
1392,1-And-209,Andaman,92.8218,12.7217,Sarcostigma wallichii,Icacinaceae,Andaman tropical evergreen,C,1
1376,1-And-209,Andaman,92.8218,12.7217,Planchonia valida,Lecithydaceae,Andaman tropical evergreen,T,1
1382,1-And-209,Andaman,92.8218,12.7217,Phrynium pubinerve,Marantaceae,Andaman tropical evergreen,H,1
1399,1-And-209,Andaman,92.8218,12.7217,Aglaia lawii,Meliaceae,Andaman tropical evergreen,T,2
1373,1-And-209,Andaman,92.8218,12.7217,Myristica andamanica,Myristicaceae,Andaman tropical evergreen,T,1
1389,1-And-209,Andaman,92.8218,12.7217,Myristica andamanica,Myristicaceae,Andaman tropical evergreen,T,2
1379,1-And-209,Andaman,92.8218,12.7217,Syzygium samarangense,Myrtaceae,Andaman tropical evergreen,T,1
1391,1-And-209,Andaman,92.8218,12.7217,Planchonia andamanica,Myrtaceae,Andaman tropical evergreen,T,5
1380,1-And-209,Andaman,92.8218,12.7217,Xanthophyllum andamanicum,Polygalaceae,Andaman tropical evergreen,T,1
1383,1-And-209,Andaman,92.8218,12.7217,Astragalus hamosus,Polygalaceae,Andaman tropical evergreen,H,3
1400,1-And-209,Andaman,92.8218,12.7217,Astragalus hamosus,Polygalaceae,Andaman tropical evergreen,H,2
1370,1-And-209,Andaman,92.8218,12.7217,Evodia glabra,Rutaceae,Andaman tropical evergreen,T,1
1371,1-And-209,Andaman,92.8218,12.7217,Ganophyllum falcatum,Sapindaceae,Andaman tropical evergreen,T,1
1388,1-And-209,Andaman,92.8218,12.7217,Manilkara zapota,Sapotaceae,Andaman tropical evergreen,T,1
1377,1-And-209,Andaman,92.8218,12.7217,Sterculia villosa,Sterculiaceae,Andaman tropical evergreen,T,1
1367,1-And-209,Andaman,92.8218,12.7217,Celtis timorensis,Ulmaceae,Andaman tropical evergreen,T,1
1386,1-And-209,Andaman,92.8218,12.7217,Celtis timorensis,Ulmaceae,Andaman tropical evergreen,T,1
1416,1-And-21,Andaman,92.7897,12.1680,Staurogyne lanceolata,Acanthaceae,Tropical Moist deciduous,H,45
1430,1-And-21,Andaman,92.7897,12.1680,Tabernaemontana alternifolia,Apocynaceae,Tropical Moist deciduous,T,4
1414,1-And-21,Andaman,92.7897,12.1680,Amorphophallus longistylus,Araceae,Tropical Moist deciduous,H,4
1429,1-And-21,Andaman,92.7897,12.1680,Licuala peltata,Arecaceae,Tropical Moist deciduous,T,1
1426,1-And-21,Andaman,92.7897,12.1680,Terminalia bialata,Combretaceae,Tropical Moist deciduous,T,1
1420,1-And-21,Andaman,92.7897,12.1680,Scleria terrestris,Cyperaceae,Tropical Moist deciduous,H,47
1421,1-And-21,Andaman,92.7897,12.1680,Diospyros marmorata,Ebenaceae,Tropical Moist deciduous,T,2
1422,1-And-21,Andaman,92.7897,12.1680,Diospyros pyrrhocarpa,Ebenaceae,Tropical Moist deciduous,T,1
1427,1-And-21,Andaman,92.7897,12.1680,Diospyros undulata,Ebenaceae,Tropical Moist deciduous,T,1
1424,1-And-21,Andaman,92.7897,12.1680,Pterocarpus dalbergioides,Fabaceae,Tropical Moist deciduous,T,1
1418,1-And-21,Andaman,92.7897,12.1680,Leea indica,Leeaceae,Tropical Moist deciduous,S,1
1428,1-And-21,Andaman,92.7897,12.1680,Leea indica,Leeaceae,Tropical Moist deciduous,S,5
1411,1-And-21,Andaman,92.7897,12.1680,Lagerstroemia hypoleuca,Lythraceae,Tropical Moist deciduous,T,1
1419,1-And-21,Andaman,92.7897,12.1680,Mimosa pudica,Mimosaceae,Tropical Moist deciduous,C,142
1407,1-And-21,Andaman,92.7897,12.1680,Endocomia macrocoma,Myristicaceae,Tropical Moist deciduous,T,1
1408,1-And-21,Andaman,92.7897,12.1680,Horsfieldia glabra,Myristicaceae,Tropical Moist deciduous,T,1
1409,1-And-21,Andaman,92.7897,12.1680,Knema andamanica,Myristicaceae,Tropical Moist deciduous,T,1
1410,1-And-21,Andaman,92.7897,12.1680,Knema glaucescens,Myristicaceae,Tropical Moist deciduous,T,1
1412,1-And-21,Andaman,92.7897,12.1680,Myristica andamanica,Myristicaceae,Tropical Moist deciduous,T,1
1423,1-And-21,Andaman,92.7897,12.1680,Planchonia andamanica,Myrtaceae,Tropical Moist deciduous,T,1
1417,1-And-21,Andaman,92.7897,12.1680,Geodorum laxiflorum,Orchidaceae,Tropical Moist deciduous,H,2
1415,1-And-21,Andaman,92.7897,12.1680,Cyrtococcum trigonum,Poaceae,Tropical Moist deciduous,H,2
1406,1-And-21,Andaman,92.7897,12.1680,Merope angulata,Rutaceae,Tropical Moist deciduous,S,1
1425,1-And-21,Andaman,92.7897,12.1680,Pterygota alata,Sterculiaceae,Tropical Moist deciduous,T,1
1413,1-And-21,Andaman,92.7897,12.1680,Tectona grandis,Verbanaceae,Tropical Moist deciduous,T,1
1432,1-And-210,Andaman,92.7746,12.7497,Bouea oppositifolia,Anacardiaceae,Andaman tropical evergreen,T,1
1439,1-And-210,Andaman,92.7746,12.7497,Parishia insignis,Anacardiaceae,Andaman tropical evergreen,T,1
1458,1-And-210,Andaman,92.7746,12.7497,Tabernaemontana alternifolia,Apocynaceae,Andaman tropical evergreen,T,2
1465,1-And-210,Andaman,92.7746,12.7497,Caryota mitis,Arecaceae,Andaman tropical evergreen,T,2
1446,1-And-210,Andaman,92.7746,12.7497,Calamus longisetus,Arecaceae,Andaman tropical evergreen,C,3
1451,1-And-210,Andaman,92.7746,12.7497,Korthalsia laciniosa,Arecaceae,Andaman tropical evergreen,S,1
1453,1-And-210,Andaman,92.7746,12.7497,Licuala peltata,Arecaceae,Andaman tropical evergreen,T,1
1459,1-And-210,Andaman,92.7746,12.7497,Calamus longisetus,Arecaceae,Andaman tropical evergreen,C,2
1460,1-And-210,Andaman,92.7746,12.7497,Calamus palustris,Arecaceae,Andaman tropical evergreen,T,1
1462,1-And-210,Andaman,92.7746,12.7497,Licuala peltata,Arecaceae,Andaman tropical evergreen,T,3
1437,1-And-210,Andaman,92.7746,12.7497,Garcinia xanthochymus,Clusiaceae,Andaman tropical evergreen,T,1
1443,1-And-210,Andaman,92.7746,12.7497,Terminalia catappa,Combretaceae,Andaman tropical evergreen,T,1
1435,1-And-210,Andaman,92.7746,12.7497,Dipterocarpus turbinatus,Dipterocarpaceae,Andaman tropical evergreen,T,1
1449,1-And-210,Andaman,92.7746,12.7497,Dipterocarpus turbinatus,Dipterocarpaceae,Andaman tropical evergreen,T,1
1466,1-And-210,Andaman,92.7746,12.7497,Dipterocarpus turbinatus,Dipterocarpaceae,Andaman tropical evergreen,T,4
1434,1-And-210,Andaman,92.7746,12.7497,Diospyros crumenata,Ebenaceae,Andaman tropical evergreen,T,1
1447,1-And-210,Andaman,92.7746,12.7497,Diospyros crumenata,Ebenaceae,Andaman tropical evergreen,T,1
1448,1-And-210,Andaman,92.7746,12.7497,Diospyros kurzii,Ebenaceae,Andaman tropical evergreen,T,4
1456,1-And-210,Andaman,92.7746,12.7497,Striga asiatica,Ebenaceae,Andaman tropical evergreen,T,1
1441,1-And-210,Andaman,92.7746,12.7497,Planchonia valida,Lecithydaceae,Andaman tropical evergreen,T,1
1452,1-And-210,Andaman,92.7746,12.7497,Leea guineense,Leeaceae,Andaman tropical evergreen,T,2
1461,1-And-210,Andaman,92.7746,12.7497,Leea guineense,Leeaceae,Andaman tropical evergreen,T,6
1467,1-And-210,Andaman,92.7746,12.7497,Leea guineense,Leeaceae,Andaman tropical evergreen,T,2
1445,1-And-210,Andaman,92.7746,12.7497,Phrynium pubinerve,Marantaceae,Andaman tropical evergreen,H,2
1431,1-And-210,Andaman,92.7746,12.7497,Adenanthera pavonina,Mimosaceae,Andaman tropical evergreen,T,1
1438,1-And-210,Andaman,92.7746,12.7497,Myristica andamanica,Myristicaceae,Andaman tropical evergreen,T,1
1454,1-And-210,Andaman,92.7746,12.7497,Myristica andamanica,Myristicaceae,Andaman tropical evergreen,T,2
1464,1-And-210,Andaman,92.7746,12.7497,Ardisia andamanica,Myrsinaceae,Andaman tropical evergreen,S,2
1457,1-And-210,Andaman,92.7746,12.7497,Syzygium samarangense,Myrtaceae,Andaman tropical evergreen,T,1
1444,1-And-210,Andaman,92.7746,12.7497,Oplismenus burmannii,Poaceae,Andaman tropical evergreen,H,9
1455,1-And-210,Andaman,92.7746,12.7497,Psychotria adenophylla,Rubiaceae,Andaman tropical evergreen,S,1
1463,1-And-210,Andaman,92.7746,12.7497,Psychotria adenophylla,Rubiaceae,Andaman tropical evergreen,S,6
1468,1-And-210,Andaman,92.7746,12.7497,Psychotria adenophylla,Rubiaceae,Andaman tropical evergreen,S,12
1436,1-And-210,Andaman,92.7746,12.7497,Ganophyllum falcatum,Sapindaceae,Andaman tropical evergreen,T,1
1442,1-And-210,Andaman,92.7746,12.7497,Pometia pinnata,Sapindaceae,Andaman tropical evergreen,T,1
1450,1-And-210,Andaman,92.7746,12.7497,Ganophyllum falcatum,Sapindaceae,Andaman tropical evergreen,T,3
1440,1-And-210,Andaman,92.7746,12.7497,Planchonella longipetiolata,Sapotaceae,Andaman tropical evergreen,T,1
1469,1-And-210,Andaman,92.7746,12.7497,Pterygota alata,Sterculiaceae,Andaman tropical evergreen,T,2
1433,1-And-210,Andaman,92.7746,12.7497,Celtis timorensis,Ulmaceae,Andaman tropical evergreen,T,1
1471,1-And-211,Andaman,92.7777,12.7515,Bouea oppositifolia,Anacardiaceae,Degraded forest,T,1
1478,1-And-211,Andaman,92.7777,12.7515,Parishia insignis,Anacardiaceae,Degraded forest,T,1
1488,1-And-211,Andaman,92.7777,12.7515,Anaxagorea luzonensis,Annonaceae,Degraded forest,S,2
1498,1-And-211,Andaman,92.7777,12.7515,Tabernaemontana alternifolia,Apocynaceae,Degraded forest,T,6
1485,1-And-211,Andaman,92.7777,12.7515,Colocasia esculenta,Araceae,Degraded forest,T,3
1490,1-And-211,Andaman,92.7777,12.7515,Calamus acanthospathus,Arecaceae,Degraded forest,C,3
1491,1-And-211,Andaman,92.7777,12.7515,Calamus longisetus,Arecaceae,Degraded forest,C,2
1494,1-And-211,Andaman,92.7777,12.7515,Licuala peltata,Arecaceae,Degraded forest,T,10
1499,1-And-211,Andaman,92.7777,12.7515,Calamus longisetus,Arecaceae,Degraded forest,C,2
1500,1-And-211,Andaman,92.7777,12.7515,Licuala peltata,Arecaceae,Degraded forest,T,2
1472,1-And-211,Andaman,92.7777,12.7515,Canarium euphyllum,Burseraceae,Degraded forest,T,1
1476,1-And-211,Andaman,92.7777,12.7515,Garcinia xanthochymus,Clusiaceae,Degraded forest,T,1
1486,1-And-211,Andaman,92.7777,12.7515,Cyrtococcum oxyphyllum,Cyperaceae,Degraded forest,H,2
1481,1-And-211,Andaman,92.7777,12.7515,Striga asiatica,Ebenaceae,Degraded forest,T,1
1493,1-And-211,Andaman,92.7777,12.7515,Diospyros kurzii,Ebenaceae,Degraded forest,T,1
1502,1-And-211,Andaman,92.7777,12.7515,Diospyros kurzii,Ebenaceae,Degraded forest,T,8
1492,1-And-211,Andaman,92.7777,12.7515,Cordia grandis,Ehretiaceae,Degraded forest,T,1
1474,1-And-211,Andaman,92.7777,12.7515,Elaeagnus latifolia,Elaeagnaceae,Degraded forest,S,1
1496,1-And-211,Andaman,92.7777,12.7515,Balakata baccata,Euphorbiaceae,Degraded forest,T,1
1501,1-And-211,Andaman,92.7777,12.7515,Aglaia hiernii,Meliaceae,Degraded forest,T,4
1477,1-And-211,Andaman,92.7777,12.7515,Myristica andamanica,Myristicaceae,Degraded forest,T,1
1495,1-And-211,Andaman,92.7777,12.7515,Myristica andamanica,Myristicaceae,Degraded forest,T,7
1482,1-And-211,Andaman,92.7777,12.7515,Syzygium samarangense,Myrtaceae,Degraded forest,T,1
1497,1-And-211,Andaman,92.7777,12.7515,Syzygium samarangense,Myrtaceae,Degraded forest,T,4
1505,1-And-211,Andaman,92.7777,12.7515,Syzygium samarangense,Myrtaceae,Degraded forest,T,2
1487,1-And-211,Andaman,92.7777,12.7515,Paspalum scrobiculatum,Poaceae,Degraded forest,H,2
1470,1-And-211,Andaman,92.7777,12.7515,Astragalus hamosus,Polygalaceae,Degraded forest,H,1
1484,1-And-211,Andaman,92.7777,12.7515,Xanthophyllum andamanicum,Polygalaceae,Degraded forest,T,1
1489,1-And-211,Andaman,92.7777,12.7515,Astragalus hamosus,Polygalaceae,Degraded forest,H,6
1475,1-And-211,Andaman,92.7777,12.7515,Ganophyllum falcatum,Sapindaceae,Degraded forest,T,1
1504,1-And-211,Andaman,92.7777,12.7515,Striga asiatica,Scorphulariaceae,Degraded forest,T,6
1479,1-And-211,Andaman,92.7777,12.7515,Pterygota alata,Sterculiaceae,Degraded forest,T,1
1480,1-And-211,Andaman,92.7777,12.7515,Sterculia villosa,Sterculiaceae,Degraded forest,T,1
1503,1-And-211,Andaman,92.7777,12.7515,Pterospermum aceroides,Sterculiaceae,Degraded forest,S,4
1483,1-And-211,Andaman,92.7777,12.7515,Tetrameles nudiflora,Tetrameliaceae,Degraded forest,T,1
1473,1-And-211,Andaman,92.7777,12.7515,Celtis timorensis,Ulmaceae,Degraded forest,T,1
1511,1-And-212,Andaman,92.7813,12.7523,Staurogyne argentea,Acanthaceae,Degraded forest,H,2
1517,1-And-212,Andaman,92.7813,12.7523,Semecarpus prainii,Anacardiaceae,Degraded forest,T,1
1519,1-And-212,Andaman,92.7813,12.7523,Tabernaemontana alternifolia,Apocynaceae,Degraded forest,T,4
1509,1-And-212,Andaman,92.7813,12.7523,Colocasia esculenta,Araceae,Degraded forest,T,4
1515,1-And-212,Andaman,92.7813,12.7523,Licuala peltata,Arecaceae,Degraded forest,T,1
1520,1-And-212,Andaman,92.7813,12.7523,Calamus palustris,Arecaceae,Degraded forest,T,1
1506,1-And-212,Andaman,92.7813,12.7523,Dipterocarpus turbinatus,Dipterocarpaceae,Degraded forest,T,1
1514,1-And-212,Andaman,92.7813,12.7523,Dipterocarpus turbinatus,Dipterocarpaceae,Degraded forest,T,4
1522,1-And-212,Andaman,92.7813,12.7523,Dipterocarpus turbinatus,Dipterocarpaceae,Degraded forest,T,4
1510,1-And-212,Andaman,92.7813,12.7523,Drynaria quercifolia,Drynariaceae,Degraded forest,H,2
1523,1-And-212,Andaman,92.7813,12.7523,Elaeagnus latifolia,Elaeagnaceae,Degraded forest,S,8
1513,1-And-212,Andaman,92.7813,12.7523,Cleidion javanicum,Euphorbiaceae,Degraded forest,T,1
1525,1-And-212,Andaman,92.7813,12.7523,Lagerstroemia hypoleuca,Lythraceae,Degraded forest,T,4
1524,1-And-212,Andaman,92.7813,12.7523,Hibiscus tiliaceus,Malvaceae,Degraded forest,T,6
1512,1-And-212,Andaman,92.7813,12.7523,Phrynium pubinerve,Marantaceae,Degraded forest,H,6
1507,1-And-212,Andaman,92.7813,12.7523,Ficus hispida,Moraceae,Degraded forest,T,1
1516,1-And-212,Andaman,92.7813,12.7523,Myristica andamanica,Myristicaceae,Degraded forest,T,3
1518,1-And-212,Andaman,92.7813,12.7523,Syzygium samarangense,Myrtaceae,Degraded forest,T,6
1521,1-And-212,Andaman,92.7813,12.7523,Gigantochloa nigrociliata,Poaceae,Degraded forest,S,107
1508,1-And-212,Andaman,92.7813,12.7523,Xanthophyllum andamanicum,Polygalaceae,Degraded forest,T,1
1526,1-And-212,Andaman,92.7813,12.7523,Pterospermum aceroides,Sterculiaceae,Degraded forest,S,2
1538,1-And-214,Andaman,92.9042,12.8736,Parishia insignis,Anacardiaceae,Tropical Semi-evergreen,T,1
1555,1-And-214,Andaman,92.9042,12.8736,Semecarpus prainii,Anacardiaceae,Tropical Semi-evergreen,T,2
1536,1-And-214,Andaman,92.9042,12.8736,Miliusa tectona,Annonaceae,Tropical Semi-evergreen,T,1
1548,1-And-214,Andaman,92.9042,12.8736,Oxymitra fornicata,Annonaceae,Tropical Semi-evergreen,C,2
1554,1-And-214,Andaman,92.9042,12.8736,Oxymitra fornicata,Annonaceae,Tropical Semi-evergreen,C,4
1550,1-And-214,Andaman,92.9042,12.8736,Caryota mitis,Arecaceae,Tropical Semi-evergreen,T,6
1542,1-And-214,Andaman,92.9042,12.8736,Caryota mitis,Arecaceae,Tropical Semi-evergreen,T,1
1543,1-And-214,Andaman,92.9042,12.8736,Korthalsia laciniosa,Arecaceae,Tropical Semi-evergreen,S,1
1547,1-And-214,Andaman,92.9042,12.8736,Daemonorops acamptostachys,Arecaceae,Tropical Semi-evergreen,T,1
1533,1-And-214,Andaman,92.9042,12.8736,Hydnocarpus castanea,Bixaceae,Tropical Semi-evergreen,T,1
1540,1-And-214,Andaman,92.9042,12.8736,Dioscorea pentaphylla,Dioscoreaceae,Tropical Semi-evergreen,C,1
1532,1-And-214,Andaman,92.9042,12.8736,Dipterocarpus turbinatus,Dipterocarpaceae,Tropical Semi-evergreen,T,1
1528,1-And-214,Andaman,92.9042,12.8736,Diospyros crumenata,Ebenaceae,Tropical Semi-evergreen,T,1
1529,1-And-214,Andaman,92.9042,12.8736,Diospyros kurzii,Ebenaceae,Tropical Semi-evergreen,T,1
1530,1-And-214,Andaman,92.9042,12.8736,Diospyros pilosiuscula,Ebenaceae,Tropical Semi-evergreen,T,1
1531,1-And-214,Andaman,92.9042,12.8736,Diospyros variegata,Ebenaceae,Tropical Semi-evergreen,T,1
1546,1-And-214,Andaman,92.9042,12.8736,Striga asiatica,Ebenaceae,Tropical Semi-evergreen,T,11
1552,1-And-214,Andaman,92.9042,12.8736,Diospyros kurzii,Ebenaceae,Tropical Semi-evergreen,T,2
1534,1-And-214,Andaman,92.9042,12.8736,Litsea umbellata,Lauraceae,Tropical Semi-evergreen,T,1
1527,1-And-214,Andaman,92.9042,12.8736,Aglaia lawii,Meliaceae,Tropical Semi-evergreen,T,1
1549,1-And-214,Andaman,92.9042,12.8736,Aglaia lawii,Meliaceae,Tropical Semi-evergreen,T,2
1537,1-And-214,Andaman,92.9042,12.8736,Myristica andamanica,Myristicaceae,Tropical Semi-evergreen,T,1
1544,1-And-214,Andaman,92.9042,12.8736,Myristica andamanica,Myristicaceae,Tropical Semi-evergreen,T,8
1553,1-And-214,Andaman,92.9042,12.8736,Myristica andamanica,Myristicaceae,Tropical Semi-evergreen,T,18
1541,1-And-214,Andaman,92.9042,12.8736,Erythropalum scandens,Olacaceae,Tropical Semi-evergreen,C,2
1545,1-And-214,Andaman,92.9042,12.8736,Rhynchosia rufescens,Papillionaceae,Tropical Semi-evergreen,H,1
1551,1-And-214,Andaman,92.9042,12.8736,Dinochloa andamanica,Poaceae,Tropical Semi-evergreen,S,6
1539,1-And-214,Andaman,92.9042,12.8736,Xanthophyllum andamanicum,Polygalaceae,Tropical Semi-evergreen,T,1
1535,1-And-214,Andaman,92.9042,12.8736,Micromelum minutum,Rutaceae,Tropical Semi-evergreen,T,1
1556,1-And-214,Andaman,92.9042,12.8736,Striga asiatica,Scorphulariaceae,Tropical Semi-evergreen,T,8
1557,1-And-215,Andaman,92.9249,12.8711,Anaxagorea luzonensis,Annonaceae,Degraded forest,S,1
1560,1-And-215,Andaman,92.9249,12.8711,Sageraea elliptica,Annonaceae,Degraded forest,T,1
1567,1-And-215,Andaman,92.9249,12.8711,Sageraea elliptica,Annonaceae,Degraded forest,T,1
1573,1-And-215,Andaman,92.9249,12.8711,Uvaria lurida,Annonaceae,Degraded forest,S,2
1561,1-And-215,Andaman,92.9249,12.8711,Colocasia esculenta,Araceae,Degraded forest,T,1
1562,1-And-215,Andaman,92.9249,12.8711,Calamus longisetus,Arecaceae,Degraded forest,C,1
1563,1-And-215,Andaman,92.9249,12.8711,Calamus palustris,Arecaceae,Degraded forest,T,4
1568,1-And-215,Andaman,92.9249,12.8711,Calamus longisetus,Arecaceae,Degraded forest,C,2
1570,1-And-215,Andaman,92.9249,12.8711,Licuala peltata,Arecaceae,Degraded forest,T,1
1558,1-And-215,Andaman,92.9249,12.8711,Dillenia indica,Dilleniaceae,Degraded forest,T,1
1559,1-And-215,Andaman,92.9249,12.8711,Diospyros crumenata,Ebenaceae,Degraded forest,T,1
1564,1-And-215,Andaman,92.9249,12.8711,Diospyros crumenata,Ebenaceae,Degraded forest,T,4
1565,1-And-215,Andaman,92.9249,12.8711,Diospyros kurzii,Ebenaceae,Degraded forest,T,1
1571,1-And-215,Andaman,92.9249,12.8711,Diospyros marmorata,Ebenaceae,Degraded forest,T,2
1569,1-And-215,Andaman,92.9249,12.8711,Gigantochloa nigrociliata,Poaceae,Degraded forest,S,88
1566,1-And-215,Andaman,92.9249,12.8711,Ganophyllum falcatum,Sapindaceae,Degraded forest,T,1
1572,1-And-215,Andaman,92.9249,12.8711,Pterospermum aceroides,Sterculiaceae,Degraded forest,S,2
1574,1-And-216,Andaman,92.9171,12.8783,Ceriops tagal,Rhizophoraceae,Mangrove,T,1
1576,1-And-216,Andaman,92.9171,12.8783,Rhizophora mucronata,Rhizophoraceae,Mangrove,T,1
1575,1-And-216,Andaman,92.9171,12.8783,Ixora brunnescens,Rubiaceae,Mangrove,T,1
1583,1-And-217,Andaman,92.8879,12.8747,Dracaena angustifolia,Agavaceae,Tropical Moist deciduous,S,1
1589,1-And-217,Andaman,92.8879,12.8747,Dracaena pachyphylla,Agavaceae,Tropical Moist deciduous,H,11
1607,1-And-217,Andaman,92.8879,12.8747,Dracaena angustifolia,Agavaceae,Tropical Moist deciduous,S,2
1586,1-And-217,Andaman,92.8879,12.8747,Mangifera andamanica,Anacardiaceae,Tropical Moist deciduous,T,1
1598,1-And-217,Andaman,92.8879,12.8747,Mangifera andamanica,Anacardiaceae,Tropical Moist deciduous,T,1
